attention,meditation,delta,theta,lowAplha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,class
57,74,407950,38323,9375,3173,3953,3440,577,283,7
69,80,15223,5013,16046,13341,9854,7624,4250,1939,7
34,83,46344,83397,34973,16461,4168,3247,3185,2650,7
35,80,11162,11679,1377,18728,4433,2661,2377,2311,7
40,97,9536,25362,15208,18087,9102,5266,2259,2438,7
17,90,537556,21206,20844,2990,3859,2198,395,311,7
37,88,672436,41544,13509,11057,4939,5295,1269,423,7
17,64,208935,90722,9328,9423,5394,2676,1182,632,7
1,41,1546148,401518,55375,26024,14347,9447,4067,4297,7
7,47,38037,25560,27209,10234,3983,6208,2547,2739,7
23,48,50056,11656,6652,4961,3600,5414,2299,2524,7
38,53,580336,135649,22235,19819,15768,10483,12686,3309,7
56,64,64709,87281,28783,19720,6207,11237,5799,1452,7
60,69,32526,22366,29975,56818,22106,14147,5061,1399,7
30,75,1892203,126371,39150,69767,6132,7605,6838,2223,7
41,100,16007,4939,4373,32018,2585,5129,1667,1441,7
23,83,1229375,156549,10376,14486,6927,3889,6887,3000,7
20,80,40645,7999,27454,23239,13331,6044,4286,4495,7
38,70,10515,48253,21504,9532,2845,8929,5032,2029,7
27,37,1294628,450585,76340,10250,38522,36739,6636,6073,7
34,29,295149,79701,3327,4103,3079,2605,2488,578,7
34,29,45900,18487,53186,21880,14278,8503,4622,1953,7
10,11,868610,195380,9881,16814,34420,4086,5390,1677,7
29,29,30289,13095,8106,12674,8332,8216,3209,1118,7
41,53,194086,13492,5127,5622,2637,1483,1058,261,7
40,41,76241,29621,34851,7039,23521,6117,3593,1409,7
70,63,54834,24609,25381,8610,17137,11181,6240,3442,7
61,57,27472,23155,2454,12633,4483,4912,4991,983,7
69,56,522604,26155,1976,22519,10552,5224,3768,1408,7
69,64,158230,9525,9309,20786,7778,3357,8142,1706,7
67,64,21412,34697,10214,25530,5020,11908,9525,2917,7
81,53,622697,33897,45764,3740,13625,21232,12387,6403,7
74,60,16937,48640,20837,43904,6320,15461,9649,4044,7
70,54,24371,34672,10239,5787,6694,6375,13942,3920,7
64,26,20275,33483,5427,8598,16921,5902,4808,9898,7
54,37,80598,101767,94295,16318,11449,9307,13499,6181,7
57,47,61951,32014,32490,19742,13075,18424,6809,2131,7
67,38,6108,15581,1953,2733,7517,8259,11047,2583,7
61,37,547251,19361,3072,2550,6316,1844,1010,511,7
69,30,15887,54652,23882,28726,15979,11638,8331,3478,7
74,16,369290,24372,2160,5550,10202,10137,6169,4220,7
54,37,133846,74307,40240,58300,26341,11391,6027,3766,7
53,38,237200,97721,13232,16642,18188,7712,1564,1341,7
53,38,563071,253179,305376,197136,46207,56207,17514,14314,7
53,38,1397404,1448671,452603,384314,251864,133561,38285,27661,7
53,38,26351,10775,3772,2618,1533,879,277,167,7
53,38,1700116,1534216,169397,137219,123228,118291,36156,31595,7
53,38,285732,5843,5363,13590,20723,9123,2786,981,7
53,38,780323,16442,1040,2892,6349,11157,4348,445,7
53,38,320172,233300,501,9740,30087,16345,3631,1884,7
53,38,2201623,1754264,229733,37748,53208,39236,25993,71367,7
56,34,426288,107325,59850,782,24882,24847,6567,2713,7
44,41,704579,146173,32043,48773,42923,21195,13959,1488,7
40,38,186629,101203,56195,26503,12168,7038,5106,5358,7
35,54,842192,30407,32238,4834,3847,3024,565,1085,7
35,69,311577,11375,12871,47168,16825,11163,8644,3137,7
40,67,305747,128324,51096,16294,56837,28748,7744,1873,7
57,66,738677,36400,52187,19972,48116,26878,5419,8075,7
69,50,381994,164167,31884,10793,14543,22745,17771,4761,7
57,30,1126551,89776,21327,11135,12027,5874,4069,3225,7
47,41,78471,55493,24496,33074,5884,5960,2002,1646,7
41,50,234654,17379,13249,37218,13635,9435,6872,4180,7
40,61,86583,22403,8233,26767,25575,6258,5138,4604,7
64,56,29520,25075,9829,1450,15432,20215,4480,2482,7
70,47,141332,59946,13660,11584,11939,8329,5698,1761,7
74,41,26053,21921,24294,5434,7042,7716,5101,2579,7
77,35,20053,45113,6958,15182,7088,10328,5485,1930,7
56,41,129297,54065,13195,11396,4419,6429,3991,956,7
61,38,716701,164810,27878,25612,25829,39567,29231,3739,7
57,41,1416818,36840,29985,55299,18032,12676,4467,1521,7
54,56,75922,32569,16336,50000,15442,10504,2267,2866,7
51,67,58091,28301,20646,40366,18245,5497,6692,2386,7
53,81,203942,42114,34770,18480,6258,17982,7111,3376,7
61,61,56627,26421,18221,17009,1829,6259,4685,2638,0
56,63,1025789,73820,97114,14652,7396,6199,8316,2171,0
41,60,373829,37801,14622,9137,2446,3071,4526,2885,0
35,77,1272000,28779,29453,25187,8305,12449,7881,6259,0
23,61,575264,156580,34267,9081,13702,5970,7590,2008,0
50,51,423057,39619,8167,35523,22602,8799,12927,2349,0
43,61,44295,19067,29976,9297,3139,3695,5460,3971,0
40,56,91976,164961,36567,50596,27849,38590,13078,2453,0
35,56,984245,34505,9239,13852,6003,4345,1194,354,0
41,63,90274,11920,11673,1916,4400,1600,1064,1700,0
47,43,364446,56845,2968,18517,10795,8124,8851,1183,0
43,44,98286,39766,8577,10622,7387,5782,3305,1561,0
51,35,367565,43720,4339,10767,12221,11516,4569,795,0
60,24,496207,49078,10220,14113,13702,8820,10398,6137,0
54,35,111922,78440,44059,26864,14639,11678,4580,3163,0
54,27,334298,77857,10197,10055,15848,8042,5150,2579,0
38,38,337758,106631,16142,53731,33204,6594,5585,6721,0
40,47,104394,9585,3972,7824,3264,3191,679,305,0
48,37,29708,16605,3013,5994,11514,4211,2187,1487,0
51,56,88888,20659,54025,9622,17827,11198,7637,2380,0
56,66,57523,18865,12657,20045,3396,3003,2682,1276,0
47,78,28493,8866,9004,30011,7825,2720,2349,2991,0
38,87,549226,107555,39082,46985,15162,14781,3521,3998,0
47,78,25611,17028,4187,16590,3939,11107,2318,1903,0
53,67,40152,31880,3490,18693,5981,5775,5751,1629,0
54,63,125483,35507,26385,27689,6972,6166,6098,2150,0
61,70,29659,13107,10983,20180,6400,5777,3350,1759,0
43,69,301003,107515,17722,61940,13702,7791,3665,1376,0
51,75,15635,16583,8057,14228,3152,10668,3604,1233,0
50,67,393109,38930,7724,29685,14706,4889,2650,1825,0
53,69,15520,6575,17004,13480,5588,7166,5381,2740,0
56,67,91475,42050,13182,12053,2000,4520,3590,1003,0
43,70,68935,8192,4549,13888,11999,2065,1668,1997,0
50,66,929715,49723,22161,10470,17479,9895,4461,2081,0
44,44,117870,18345,1929,3244,1856,2457,1336,436,0
50,51,2075371,48104,31863,41694,12601,12549,12015,3956,0
56,27,186415,70810,2560,6010,4397,11702,12378,4326,0
66,34,511489,261068,51473,21774,21862,41803,14613,3808,7
70,43,44372,8407,10375,9277,5349,11664,5143,3501,7
69,44,30199,29618,11013,10401,8342,6305,3701,3266,7
67,48,193923,39446,14523,18108,5350,6783,5692,3772,7
74,57,129506,46514,32551,21007,23708,19764,22997,2257,7
66,63,203429,7527,3404,15094,3649,5348,9886,4800,7
66,63,625082,300740,58036,17147,22672,20974,16521,11852,7
66,63,873033,26349,6722,7374,4120,2416,922,373,7
70,75,24531,8885,7389,20416,1877,7265,2729,3486,7
64,78,120705,14128,9839,6078,2611,1742,978,737,7
64,69,718807,17891,8034,1894,6008,4878,1094,2230,7
40,64,16787,32149,9343,38668,15294,4819,3884,2376,7
51,57,39362,25886,9747,9578,9353,8311,4254,4062,7
40,64,13507,36122,4600,23202,7187,3513,4373,3602,7
47,60,1566393,62393,53687,8538,15983,13594,2130,2029,7
63,57,20350,6747,12188,7220,9818,8160,2957,1310,7
37,61,463347,116355,50906,44377,13516,3028,3034,3346,7
43,63,18300,40064,30944,11322,10738,8032,4534,1977,7
38,63,25885,38522,21424,18619,11530,5183,4524,2212,7
21,64,7613,15984,7009,9393,2120,1942,2099,2417,7
34,67,1091901,98085,85373,25541,18439,8831,2947,2648,7
34,67,112633,59926,47480,9110,6152,13301,2410,1007,7
35,63,594679,128717,42784,20092,20556,14259,6266,2439,7
40,50,636464,23932,5815,4005,7410,3718,2483,1815,7
43,53,18467,20670,8526,12812,9824,5092,3323,1604,7
40,50,77957,66894,23523,17574,4793,6107,5417,5535,7
50,26,32707,34903,1792,5049,6263,6908,2671,2502,7
50,29,15562,21079,5545,18764,3842,4813,1393,2473,7
64,40,50343,7136,4933,3504,4726,7242,4428,2160,7
64,37,1348665,85890,17711,23692,16842,6862,1907,2339,7
54,44,383402,48184,21900,4667,14207,4637,5142,4841,7
43,21,158507,195044,9010,9977,12344,7203,4431,3359,7
11,8,599013,389181,44149,9995,9934,8115,2565,1776,7
10,10,134944,61679,16335,21833,17171,4461,2762,2667,7
11,23,1238564,42466,33793,40591,11577,8251,2667,3687,7
11,35,1856622,450559,32407,83323,13158,20354,5581,4428,6
11,43,949120,783748,172489,79019,62313,18725,8218,2915,6
26,41,357454,32938,3408,7435,6032,6731,6814,2418,6
30,40,395214,138513,28886,4363,4324,9515,2884,1172,6
41,43,470772,28247,12711,3696,12898,2078,3463,2064,6
48,29,7022,11791,5714,6049,6507,3907,2394,1730,6
47,41,34253,24011,5715,14599,2231,5783,3584,2170,6
54,54,608687,39745,55353,1423,16768,12394,5634,4706,6
69,35,192440,65323,1254,4952,8696,14891,7859,5325,6
61,43,12248,11939,10754,10475,3573,2891,4753,2946,6
54,51,521242,48947,88429,19668,37674,10278,8119,7229,6
41,44,80475,103313,31736,20896,9383,6334,4798,6919,6
37,74,26190,26701,748,45641,9330,9084,2440,1593,6
30,56,442768,406985,70907,45740,22354,24477,4212,2545,6
20,38,364207,91537,11591,7005,3556,2358,1576,762,6
29,41,8600,27200,6301,16644,6295,5562,4192,1522,6
26,41,375448,24790,23113,12946,9232,5458,2131,968,6
26,50,17451,19096,8681,5664,4544,1730,1449,2268,6
43,51,1989285,255439,55650,32248,54333,39659,6505,6035,6
43,51,235368,352234,65705,195939,102879,85056,60639,29271,6
43,51,2080631,87999,40353,41125,19520,5595,2332,1909,6
43,51,15,13,5,11,2,3,0,1,6
43,51,1247157,432685,107458,36459,29953,29963,17074,21102,6
44,30,281316,315093,4763,36424,68063,40010,17707,3407,6
43,29,99400,25281,3818,34653,23620,5494,2496,748,6
53,26,654910,12996,3069,4533,1403,2750,2790,352,6
54,29,690164,88278,26014,23728,30435,21453,7636,2497,6
54,29,2126108,96062,9269,33930,57618,25285,40919,7409,6
50,37,594526,14984,2804,836,1949,1175,1334,362,6
48,21,18460,73018,3931,10469,10240,5712,2662,2114,6
51,30,1015301,54876,29053,61272,16131,24598,18630,19885,6
30,35,383973,487232,207718,23775,16406,14333,29519,25422,6
50,38,75844,34426,6137,20340,13723,25977,15606,8024,6
53,47,306339,69565,22465,10402,25238,9664,3126,2222,6
43,38,429323,38475,13518,11576,7821,3794,1471,1069,6
53,38,584331,188360,58001,50974,27144,19464,8952,5359,6
38,27,805648,353608,7977,43473,10800,34113,5624,7102,6
38,37,381207,90526,48817,48421,17171,18467,18510,11086,6
40,14,1910633,188853,4829,8003,20302,13673,17079,2885,6
50,20,70217,37287,11396,17512,3094,11163,8122,3918,6
56,37,2314677,142640,71557,75281,61865,54003,22785,11422,6
50,27,576013,279833,68253,38572,62050,18915,9361,5151,6
61,51,711211,21356,5465,2956,1380,1015,383,251,6
56,48,30443,12894,1195,5151,1567,1683,784,481,6
50,53,24397,19138,7760,19439,5277,4139,2430,3754,6
47,69,48692,21390,24143,15460,3145,2036,2419,2098,6
34,69,115984,26075,11727,8104,2809,3210,4217,885,6
27,54,1987220,211026,10637,14947,23201,12602,3417,4190,6
21,43,751745,311357,25840,132437,179627,22807,6467,966,6
40,26,164557,9295,3379,1099,2590,3032,634,392,6
44,24,332328,128741,48581,27134,10419,21397,18151,1832,6
50,44,288467,60130,25497,38838,26739,12479,8586,3476,6
47,44,1141035,118238,23317,17272,5934,5059,6192,3236,6
41,44,129103,93189,22458,18653,13175,17195,5024,4013,6
38,53,877171,73115,135515,31031,56196,19734,6112,1762,6
47,60,1428981,11329,14041,27573,6976,12153,4189,2258,6
47,60,759301,164753,37809,80918,107733,95623,5062,2690,6
60,66,2159213,64495,42358,15549,33375,14678,1707,1305,6
67,54,123425,53563,10619,8164,7622,10909,12737,3248,6
51,50,525761,73820,32287,48778,12078,7069,19293,6273,6
38,41,457083,150438,35848,4582,4451,6202,3581,998,6
37,35,1926001,202828,20817,31707,18354,28126,15783,11690,6
35,48,391430,14411,11445,29023,16244,7521,8747,6086,6
56,54,9657,33483,31803,23297,7413,7017,3694,6449,6
57,61,299383,76766,22275,18136,12871,13794,8574,4002,6
57,61,633276,16188,30621,26622,20811,18534,4746,2042,6
57,61,898986,35643,12565,2313,10744,4613,729,995,6
44,38,1532712,311401,70101,22374,44417,38927,10109,4965,6
43,34,38002,54366,4039,30161,2928,5167,5811,5837,6
24,48,7090,33963,5721,38312,4289,2700,4805,2599,6
24,54,38687,55035,10900,26041,27660,9783,5822,3516,6
30,54,319596,47312,8675,8484,1611,4845,5463,3074,6
30,47,218136,16386,3362,2123,1755,1225,995,402,6
56,47,51813,4238,8669,14265,5860,12824,6116,2725,6
53,48,2337605,221415,122791,37121,64633,25267,11540,6440,6
53,48,867400,14655,1758,6264,1010,2671,854,265,6
53,53,544681,30971,22321,4945,16112,4564,2459,3151,6
47,44,107095,64658,1192,7200,3562,2296,1491,876,6
21,48,1156232,21911,24354,10676,5559,2141,4393,988,6
23,34,547712,39505,1320,5477,9803,3418,2421,456,6
13,29,189117,23331,7121,3427,2703,1000,790,387,6
26,40,187501,8305,1437,1430,650,1086,1653,1425,6
34,26,518625,20668,4052,3900,2284,2429,948,1006,6
40,37,98837,21075,6981,6252,4625,5311,2607,1438,6
41,43,2329715,329648,190606,84958,53825,20442,18382,25271,6
35,38,1019492,37342,3483,3829,3470,2441,4717,1066,6
51,35,36258,11328,483,8359,12606,9002,8352,6121,6
70,29,27099,51667,7647,29418,21834,15532,3017,1602,6
69,27,418396,479333,50977,36463,18726,27068,19872,14028,6
57,37,309659,6726,2707,1766,882,1499,1105,247,6
37,37,2009617,742488,227348,80032,23438,23846,57380,27495,6
16,38,622282,111683,67645,12313,7976,5597,20696,15669,6
11,48,1352409,315172,93578,33360,29929,13181,45972,4697,6
4,48,239054,157845,31386,45596,6853,15431,32678,7744,6
13,48,174052,31960,9121,4984,2910,1951,3223,1381,6
16,43,129181,175337,61494,17112,16176,11582,23862,22023,6
21,44,2468754,1324352,478472,242771,199128,94497,146844,76124,6
21,47,527461,234199,59425,88942,49118,25072,24410,16422,6
24,40,239485,40994,4816,4680,1934,3301,3709,804,6
41,43,28081,42951,23400,10100,8120,19904,10660,5778,6
37,47,536500,132481,60713,41153,13138,5798,9638,2120,6
35,26,352156,147352,2043,11716,21480,8857,1589,1672,6
35,24,1494538,75668,10808,6018,23531,5938,1608,913,6
17,24,577657,137088,71583,6866,6005,10720,6777,2854,6
23,23,70677,78945,29441,20285,16177,5461,3067,2643,6
35,41,38925,12723,14506,1663,13285,5322,5638,1757,6
26,48,946273,249155,74790,18631,8063,8339,5297,1352,6
30,44,1151585,68363,21591,9168,7001,8432,3532,3948,6
50,50,41792,13559,3828,19458,6398,8330,4011,4015,6
50,44,3919,18135,3401,8183,13443,5573,4935,3814,6
63,56,325538,20793,22109,8241,3652,5104,1242,855,6
54,57,1204818,130163,58047,49300,110018,8370,14726,2577,6
51,43,235596,47317,7840,6163,3761,12272,14865,6419,6
48,53,17504,25243,23629,15259,11827,8123,4909,19274,6
57,48,22196,18527,4972,25181,26280,11819,10559,5762,6
56,44,142100,254612,78132,13041,18626,11202,12734,14176,6
43,56,351172,71348,26643,32403,16020,7584,11509,4194,6
50,34,267627,146354,7731,10473,9922,36916,15599,7261,6
38,38,949670,104195,98662,17632,14270,16336,6643,3404,6
48,38,1183485,112982,27685,19355,8506,14032,6525,4841,6
44,26,199209,22094,2547,1714,596,1070,221,158,6
35,48,738028,29996,28441,12674,16872,6139,1632,544,6
50,27,2344157,690613,137203,83860,787874,251787,28955,23902,6
50,27,1138118,20880,4346,2812,9385,3564,2219,1154,6
43,48,513180,43626,20594,9983,6725,17951,23619,13685,7
61,44,1024502,153411,14606,79726,35064,45453,9473,2120,7
61,44,1474141,107298,65432,32563,50885,27918,5333,3798,7
47,34,1005193,453821,60376,14171,7856,6608,12517,3189,7
43,13,431488,505743,5376,13367,90304,51248,13290,7776,7
40,20,133868,42324,19347,24301,11044,12623,5522,4945,7
30,21,35333,84074,12956,18012,18688,9029,7269,8355,7
44,50,61232,134784,31007,12865,11472,12849,8567,5436,7
43,50,901374,110133,20667,26321,12897,9725,12989,7791,7
37,56,1868515,97329,94304,166733,54887,21778,17209,13713,7
48,53,1040753,171513,17100,18301,28085,47286,19696,2153,7
47,54,42484,56179,7233,13259,7294,4855,4994,1939,7
64,60,17963,11786,4081,9516,3000,8896,3226,832,7
50,61,34045,57060,15183,28981,8670,6001,1425,2292,7
57,80,14303,3775,21285,18132,6130,6596,4101,2122,7
29,87,570656,199597,170276,153683,37243,10117,2323,1457,7
30,94,418616,18743,15066,15776,3262,3530,905,463,7
41,93,2869,21805,14301,4729,6295,6656,2440,3701,7
51,78,26904,11883,5832,2555,5599,6675,3716,828,7
63,69,646897,128750,49246,16584,24600,11633,5545,2675,7
66,41,28485,28558,7346,2552,17005,5038,3357,992,7
75,50,9150,5101,3276,3798,6393,3828,3736,812,7
75,53,22026,26031,4795,6687,6220,5807,2566,2381,7
66,61,612830,39082,15548,6066,3507,2955,1207,699,7
57,74,6196,6966,10570,33026,3991,3732,914,784,7
50,77,9636,12862,5521,7822,3657,3451,2359,1720,7
53,64,798986,44956,505,5382,24478,10054,3195,3902,7
70,69,592788,13835,28161,11745,16619,15995,4463,2196,7
77,54,62752,24249,3158,15734,4632,5433,3085,1533,7
63,63,2344,19839,35622,19222,12421,2977,4057,4332,7
30,87,1042857,121968,30226,34506,21402,3683,2064,1452,7
35,93,26495,18866,15287,30905,11114,10269,5608,1082,7
54,78,1150137,45792,5798,20000,8231,19869,3750,2353,7
84,74,4528,5253,4264,4290,3964,4302,2601,2105,7
57,61,371517,77588,25602,1612,2429,1014,877,827,7
53,70,230500,31165,31852,18076,7523,13472,7463,3829,7
53,83,9116,2839,4913,21377,2006,4985,1134,715,7
38,87,363374,90688,82937,16891,5510,11867,6019,2469,7
51,90,131837,71951,28905,13025,20293,4216,4853,2245,7
40,35,354361,170992,17863,39649,40067,9894,4605,4103,7
47,35,20178,50755,13939,8454,3531,8145,9891,1776,7
20,40,1577291,188449,71326,13142,7498,4684,5239,3810,7
34,50,214522,15700,7288,5948,7031,3634,988,368,7
43,56,81072,24161,50524,16168,89570,13101,9354,6216,7
41,57,47507,47365,15508,13442,13337,7603,7040,7639,7
56,61,411917,82090,55804,6438,16310,10663,8730,3652,7
43,69,191848,31543,33205,26454,17912,3311,3173,2859,7
23,66,278689,373380,5034,129019,15905,8661,9081,2123,7
23,66,147947,47155,12644,12505,4468,6866,2909,2139,7
35,70,26857,4310,6602,12813,8350,5441,6183,2789,7
30,60,444387,200628,24568,40628,11364,7426,3782,4509,7
43,53,76047,69941,1745,13108,8537,4377,3878,919,7
41,61,10101,13856,10545,14933,4772,3407,4305,1285,7
37,54,668144,54622,31032,7890,13408,13039,2501,3089,7
61,63,41743,9247,5548,9042,3255,8123,2849,1508,7
61,63,1678501,55332,15813,15536,19991,134656,77770,8966,7
61,63,11996,13011,9095,6267,3713,1645,1134,561,7
61,63,939953,244405,84569,96043,28350,140369,187598,82775,7
69,74,216086,15908,3173,8674,1494,3265,609,370,7
57,57,925060,332211,51324,36930,13212,11382,5366,4582,7
66,54,659782,216835,75857,54850,78933,105082,10435,4910,7
54,60,599727,37746,31754,49698,21649,14027,9247,1614,7
63,63,90584,13371,13320,20067,19308,11972,3847,3256,7
56,66,881660,105694,11751,36485,16017,2444,1962,632,7
56,63,134506,85843,2248,26535,15437,31486,5784,1524,7
60,56,939549,64059,30727,19528,9463,15574,5744,2196,7
56,48,332398,82052,29997,14783,12576,23312,15927,1891,7
70,54,486791,320446,188304,61087,44503,47017,8085,5767,7
51,60,320559,54057,20659,4832,3161,2678,2011,474,7
10,50,429744,209197,47801,15297,38453,8963,7960,916,7
14,57,25129,9796,13726,14984,2759,5315,4227,3093,7
16,57,1208070,243526,94344,21045,32234,14155,5715,2087,7
35,75,65909,12160,8847,52268,17787,5729,3228,3955,7
34,81,357455,16593,5925,3686,3057,656,117,148,7
38,81,521153,16537,20887,66898,17241,20595,5148,1086,7
41,90,771667,71382,63386,39735,5805,10710,2366,1926,7
47,87,77391,15128,42596,24394,44189,11131,5382,3243,7
38,74,439133,78289,7006,3076,8348,982,662,516,7
17,56,351902,286570,27847,53302,26214,8592,2952,3308,7
11,54,364124,74459,43897,52821,13314,6093,3351,2907,7
13,50,608048,30677,13559,18091,15983,9452,1881,1370,7
40,67,84340,17703,25489,29162,30705,13818,5017,2236,7
50,83,27332,18893,10720,20298,2547,3564,1044,564,7
66,74,401022,54237,5881,20347,9495,14039,2249,2908,7
66,83,4522,3776,10549,15228,5276,4634,2878,2176,7
67,69,726570,76373,18390,2254,13132,19243,3251,1957,7
77,56,6562,27504,4811,6693,1510,6356,1857,1985,7
78,60,1246421,367047,105656,230453,144017,162476,26595,18075,7
